id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
61624,39872,Diet Go Go,NULL,1992-04-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61682,42515,Othello World,NULL,1992-04-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61695,37611,Riot Zone,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61808,38588,Block Carnival Thunder & Lightning 2,NULL,1992-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61831,14166,Apache Flight,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61878,39164,Reckless Rufus,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61900,48672,Dizzy the Adventurer,NULL,1992-01-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61913,11981,Bubble Dizzy,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62049,45872,Funky Horror Band,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62501,92869,Monopoly Deluxe,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62597,46603,Pocket Jansou,NULL,1992-03-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62681,137326,GayBlade,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62686,39876,Blandia,NULL,1992-04-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62796,39866,Grid Seeker: Project Storm Hammer,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63032,40342,The Karate Tournament,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63077,11387,Dangerous Dave Returns,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63204,14334,Borobodur: The Planet of Doom,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63292,15378,Stone Age,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63369,46224,Death Duel,NULL,1992-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
63407,12016,Crime City,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63492,48829,Plasma Ball,NULL,1992-04-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63494,14656,Doodlebug,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63557,46588,Whirlo,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63944,39873,Boogie Wings,NULL,1992-04-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64370,122714,Yoshi's Cookie,NULL,1992-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64416,12553,Crazy Seasons,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64460,2462,Daemonsgate,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64573,73809,Loader Larry,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64684,6470,Advanced Busterhawk Gleylancer,NULL,1992-07-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
64691,12766,Shuttle: The Space Flight Simulator,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64785,38096,Tatsujin,NULL,1992-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65037,106301,Zardoz,NULL,1992-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
65077,38084,Mizubaku Daibouken,NULL,1992-02-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65122,48347,Soreike! Anpanman: Minna de Hiking Game!,NULL,1992-04-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65143,40319,Ground Effects,NULL,1992-06-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65156,12573,Dojo Dan,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65220,42420,Psycho Dream,"In the early 1980s, rumors begin to circulate about a new entertainment medium called “D Movie”, which allows people to immerse themselves in a world of virtual reality. As D Movies gain traction, a trend emerges of disaffected young people taking permanent refuge in the virtual world while abandoning their physical bodies to atrophy. To retrieve these so-called “Sinkers”, Japan's National Public Safety Commission establishes Public Security Division Four, nicknamed “Diamond Dog”, in 1984. The agents who enter the virtual world and perform these rescues are known as Debuggers.

In 1992, a seventeen-year-old girl named Yūki Sayaka sinks into “Story of the Ruined Capital”, a D Movie directed by David Visconti. Three days pass before she is discovered, and combined with her weak constitution, she is expected to die within twenty-four hours. Two Debuggers, Shijima Ryō and Tobari Maria, are dispatched to rescue her before that happens.",1992-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65336,48253,Legends of the Diamond,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65364,6549,Trip World,NULL,1992-11-27 00:00:00.000,NULL,NULL,NULL,NULL,65.0000,4
65508,25167,RoboCop 3,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65520,75857,Ranma ½: Chounai Gekitou Hen,"Ranma learns of a martial arts tournament in which the grand prize is a invitation to see China. Desperate to rid himself of his Jusenkyo curse, Ranma decides to enter the tournament, but the other characters also hear of the tournament and decide to enter as well to either hope to rid themselves of their own curses, or to simply cause Ranma trouble.",1992-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66065,20512,Kawa no Nushi Tsuri: Shizenha,NULL,1992-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66099,48975,The Jetsons: Robot Panic,NULL,1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66250,14348,Brides of Dracula,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66405,48422,Moero!! Judo Warriors,NULL,1992-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66531,14558,Leather Goddesses of Phobos 2: Gas Pump Girls Meet the Pulsating Inconvenience from Planet X!,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66710,92263,Cool Ball,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66743,37944,Light Fantasy,NULL,1992-07-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66778,48630,Go-Go! Nekketsu Hockey Club Slip-and-Slide Madness,NULL,1992-02-07 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
66786,48861,Sangokushi II: Haou no Tairiku,NULL,1992-07-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66819,39922,Fighter & Attacker,NULL,1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66893,37759,Yokoyama Mitsuteru: Sangokushi,NULL,1992-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67017,38248,Shijou Saikyou no Quiz-ou Ketteisen Super,NULL,1992-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67095,46564,Text Tiles,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67185,42615,Cyber Spin,NULL,1992-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67445,38126,Hiryuu no Ken S: Hyper Version,NULL,1992-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67571,46178,Undead Line,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67583,15886,3x3 Eyes: Seima Kourin-den,"Takumo Fujii lives in Tokyo and enjoys a life of an average teenager: he studies in school, works as a waiter on a part-time job, hangs around with friends, and so on. But one day, he meets a mysterious girl named Pai. Pai is the sole survivor of an ancient race called ""sanzhiyan"". Long ago, they discovered the secret of immortality, but as a result they lost their human form, and some of them mutated into horrible demons. Pai's dream is to become human again. Yakumo's father was her trusty friend, but he died, and wished his son would continue helping Pai.

At first Yakumo doesn't feel very enthusiastic about that, but through a bizarre accident his nature becomes inseparable from Pai's, and he becomes immortal himself. He has no choice but to help Pai. They travel around the world, from Hong-Kong to Mexico, seeking their lost humanity, and fighting the remains of the demonic race.",1992-07-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67674,40314,Dangerous Dungeons,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67754,2578,Dragon Ball Z: Gekitou Tenkaichi Budoukai,NULL,1992-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67762,46261,Sports Talk Baseball,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
68063,36738,Ex-Mutants,"Ex-Mutants was a comic book series created by writer David Lawrence and artist Ron Lim along with editor David Campiti in 1986. It was later published in a revamped version by Malibu Comics. A videogame for the Sega Genesis based on the Malibu version was released. 
In the Malibu version of Ex-Mutants, there were three males (Dillon, Ackroyd and Bud) and three females (Shannon, Piper and Tanya). These six were mutants who were gathered by Professor Kildare, a robotic-looking cyborg and turned into humans. Ackroyd and Shannon were the playable characters in the Sega Genesis game.",1992-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68074,91814,3-Pun Yosou Umaban Club,NULL,1992-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68108,171554,Rome Pathway to Power,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68110,2426,AntKill,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68171,2486,Night Trap,NULL,1992-10-15 00:00:00.000,5,NULL,NULL,NULL,69.6095,7
68270,42458,Space Football: One on One,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68545,136616,The Games '92: Espana,"Track and Field: running, relay, hurdles, steeplechase, discus, shot putt, hammer throw, javelin, long jump, triple jump, high jump, pole vault;
Water Sports: free style, breast stroke, back stroke, butterfly, relay, diving;
Fighting: boxing, wrestling, judo, fencing.

Eliminating the different distances in single events (such as 100m, 200m, 400m and 800m freestyle), though, The Games' ""over 30 events"" melt down to 22; and counting only those which differ to some degree in their execution, it boils down to six: running, throwing, jumping, swimming, diving and fighting.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68642,40983,Nitro Ball,NULL,1992-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
68681,16140,Benkei Gaiden: Suna no Shou,NULL,1992-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68777,4482,John Madden Football '93: Championship Edition,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68814,40233,Big Fight: Big Trouble in the Atlantic Ocean,NULL,1992-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68887,48411,Navy Blue,NULL,1992-03-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68927,69664,Inca,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
69026,5420,Power Factory Featuring C+C Music Factory,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69183,112884,Sonic the Hedgehog 2,"South Island has been peaceful since Dr. Robotnik's defeat. Sonic, bored, decides to go on a journey in search of other adventures. Upon his return, he is shocked to find the island nearly abandoned. The only clue as to where all his friends might have disappeared to was Tails being chased by Dr. Robotnik. Sonic chases after him, but he is too late to save Tails. Sonic finds out that he's been kidnapped by Dr. Robotnik and is being held in a place called Crystal Egg. The price for Tails' safe return are the 6 Chaos Emeralds, to be delivered to 6 new boss robots. Thus, Sonic goes on a quest to find the Chaos Emeralds and rescue Tails.",1992-10-16 00:00:00.000,1,NULL,NULL,NULL,79.6398,15
69380,35548,Math Rescue,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,2
69650,48203,Roundball: 2 on 2 Challenge,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69798,38779,Minotaur: The Labyrinths of Crete,"Grab the nearest sharp object and pull on that rusty suit of chain mail, here comes an irate barbarian carrying a sword with your name on it! Welcome to The Labyrinths of Crete, where the blades are sharp and the average life span of a combatant is less than ten minutes. 
 
In Minotaur, two or more players on different computers are thrown into a huge, randomly generated maze and through the use of various magical and mundane items attempt to find and kill each other. There are over eighty different objects, spells and armaments which any player can pick up and use against his opponents. Loose alliances form and are quickly broken— in the end, only one of the warriors who entered the maze will leave alive! 
 
The best way to understand Minotaur is to read this documentation carefully and then play the game several times with the quick-reference nearby. You should attempt to learn the effects of all of the objects and spells so that you can use them quickly and to your advantage. 
 
Speed is critical in Minotaur: recognizing what magic your opponent is using and swiftly moving to counter it is paramount. Keep moving at all times, as he who hesitates is certainly lost. Be ready for your opponents to materialize around you when it is least expected, and hope they are not as watchful. Good luck, and good hunting!",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69799,8039,Master of Darkness,NULL,1992-10-23 00:00:00.000,6,NULL,NULL,NULL,68.4030,5
69843,8022,Toxic Crusaders,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69851,45744,Kiss Shot,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69874,175122,Toxic Crusaders,NULL,1992-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69916,48556,Ultraman Club 3: Mata Mata Shiyutsugeki!! Ultra Kyoudai,NULL,1992-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69927,12221,Shadow of the Beast III,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
70023,175121,Toxic Crusaders,NULL,1992-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70105,48971,The Ren & Stimpy Show: Space Cadet Adventures,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,47.0000,0
70427,12699,Neighbours,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70428,12676,Match of the Day,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70553,44452,The Irem Skins Game,NULL,1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70632,58886,Yawara!,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70686,49035,Nail 'N Scale,NULL,1992-05-01 00:00:00.000,NULL,NULL,NULL,NULL,40.0000,0
70702,126454,Steel Talons,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70840,49133,Zettai Muteki Raijin-Oh,NULL,1992-01-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70855,46575,The Ur-Quan Masters,"In the last phase of the war between the Alliance of Free Stars and the Hierarchy of Battle Thralls, the Tobermoon, an Earthling ship, discovered an ancient Precursor subterranean installation in a cave on the surface of an uninhabited planet in the Vela star system. The Alliance hastily sent a secret scientific mission to study the relics, but a massive Hierarchy offensive forced the Alliance fleets to retreat beyond Vela; the mission commander, Captain Burton, decided to go into hiding on the planet and sent back the Tobermoon, her only starship, asking for help. Though the Ur-Quan forces didn't find the Earthlings during their sweep of the system, relief never arrived. Years later, with the help of a genius child born on the planet, the colonists activated the Precursor machinery and found out that it was programmed to build a starship. Using the limited store of raw materials available in the planet, in ten years the Precursor factory built a (barely) functional ship, which could be piloted only by the now grown genius child, who alone could interact with the Precursor central computer. In the first test flight, it was discovered that the ship Burton had sent for help had been severely damaged by the Ur-Quan and was orbiting unpowered in the outer solar system: the Alliance had never known of the mission's discoveries. The colonists decided to fix the recovered ship, train new crew members for both the Precursor ship and the Tobermoon and send a mission back to Earth, eager to know how the war had ended. Shortly before reaching Sol the little fleet was attacked by an unknown ship; Captain Burton, commanding the Earthling ship, intercepted the alien ship before it could damage the defenseless Precursor starship, but was killed in the short fight, leaving the genius young man in command",1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70930,40152,Gun Ball,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71019,2160,The Incredible Crash Dummies,"You play a crash test dummy, trying to progress through levels filled with hazards such as cars and fireballs, within the time limits. Contact with each of these loses you a limb, and once you have none left, contact means game over. Since the character isn’t handicapped by missing limbs in any way, in practical terms you can think of these as hit points especially as there are screwdrivers to pick up which restore one limb.",1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,66.0000,1
71279,38264,Hokuto no Ken 6: Gekitou Denshouken - Haou he no Michi,NULL,1992-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71340,45948,3rd Degree,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71562,49129,Ranma ½: Netsuretsu Kakutouhen,NULL,1992-08-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71736,46343,PGA Tour Golf II,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71780,28388,Cybernator,NULL,1992-12-18 00:00:00.000,1,NULL,NULL,NULL,73.5955,5
71809,49057,Ultra Golf,NULL,1992-04-01 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,0
71863,64476,Super Jeopardy!,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71998,48334,Derby Stallion Zengokuban,NULL,1992-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72074,7747,Aguri Suzuki F-1 Super Driving,NULL,1992-07-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72258,48920,Ultima: Runes of Virtue,NULL,1992-08-01 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,0
72419,11281,Crüe Ball,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72428,46205,Jennifer Capriati Tennis,NULL,1992-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72492,7822,Chikyuu Kaihou Gun ZAS,NULL,1992-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73044,6351,Contra III: The Alien Wars,"Set in the futuristic year 2636, two years after the events of Super Contra (Previous version released for the NES). The protagonists Bill Rizer and Lance Bean are called once again, against an alien invasion. Taking advantage of Super NES technology, in this game the graphics are improved compared to previous games. It is considered by many the best game of the Contra series.

This game offers a lot of weapons, at first you have a precise but very weak machine gun, some of the weapons are: missiles, flamethrowers, laser, shot that reaches a wide area, extremely strong missile, among others, each with Their advantage and disadvantage.

The game bosses are a strong point of Contra III, they are very scary, big and well made, each with a different skill and different ways to be defeated, which leaves the game very unpredictable, you never know how to defeat that boss , And dying in them is almost certain. In most phases there is also a mini-bosses, this is very easy to defeat.

The gameplay is excellent, the joystick commands respond perfectly, the characters shoot in any direction, lay on the floor, jump, scale the wall, do almost everything. The graphics are great and original and the Aliens are different from what we are used to seeing and have a horrifying look.",1992-02-28 00:00:00.000,19,NULL,NULL,NULL,81.2848,82
73117,128362,Hawk F-123,NULL,1992-03-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73143,12533,Carnage,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73315,135590,Uzu Keobukseon,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73948,78225,Soldam,NULL,1992-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73982,42639,Brawl Brothers,NULL,1992-12-02 00:00:00.000,NULL,NULL,NULL,NULL,44.0000,2
74384,15841,Soldier Blade,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,90.0000,3
74409,42734,Cacoma Knight in Bizyland,NULL,1992-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74777,48851,Seiryaku Simulation: Inbou no Wakusei: Shancara,NULL,1992-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74830,14220,ADI Maths: 11/12 Years,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75060,171544,Crossfire: The Multiplayer Adventure Game,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75373,57186,Winter Supersports 92,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75500,146173,Maelstrom,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75649,42054,Cyber Dodge,NULL,1992-03-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75726,49029,Prophecy: The Viking Child,NULL,1992-08-01 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,0
75838,38257,Heracles no Eikou III: Kamigami no Chinmoku,NULL,1992-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75980,38055,Galactic Warrior Rats,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76069,4486,Dungeons & Dragons: Warriors of the Eternal Sun,NULL,1992-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
76204,15208,Championship Manager,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76223,134448,Ten of the Best Games,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76854,131951,Super Mario Bros. & Friends: When I Grow Up,NULL,1992-03-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77043,40149,Gallop Armed Police Unit,NULL,1992-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77059,1895,Quest for Glory III: Wages of War,NULL,1992-08-01 00:00:00.000,3,NULL,NULL,NULL,82.1434,5
77074,67102,Millie's Math House,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77139,14209,The Addams Family,"The Addams Family's lawyer, Tully Alford, has taken control of their Gothic mansion and imprisoned Morticia Addams, Pugsley Addams, Wednesday Addams, Granny and Uncle Fester. The player controls Gomez Addams as he explores the various rooms in the mansion, locating items and battling monsters, until he has located all of the lost family members. The game has an almost completely open-world format, unusual for games of this era, which gives players the freedom to choose what order they will save the family members in. However, Gomez cannot save Morticia until the rest of the family is rescued.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,67.0000,1
77231,49136,Taiyou no Yuusha Fighbird GB,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77240,12548,The Cool Croc Twins,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77356,12663,Legend,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77469,46273,Lightening Force: Quest for the Darkstar,NULL,1992-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77727,4275,Flashback: The Quest for Identity,NULL,1992-12-31 00:00:00.000,22,NULL,35.0000,0,82.8062,71
77809,48874,Tsurupika Hagemaru: Mezase! Tsuruseko no Akashi,NULL,1992-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77830,77149,CD Shoot,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
78307,147343,Star Trek: 25th Anniversary (Game Boy video game),"This 1991 release was intended to coincide with the 25th anniversary of the 60's television series. The plot of this Trek is based around a giant ""Doomsday Machine"" that is destroying ships, planets, and other valuable stuff in federation space. The Federation has constructed a weapon to defeat the doomsday machine, but the Klingons think that it will be used against them. So, they steal the weapon and break it up into 12 pieces spread out over 3 planets.

It is up to the crew of the Enterprise to travel to the 3 planets, recover all 12 pieces of the weapon, and finally stop the Doomsday Machine. There are two modes of game play. First, there is a side-scrolling shoot-em-up in which you pilot the Enterprise through asteroid fields and enemy fleets. Second, there is a overhead-view game in which you maneuver Captain Kirk around the planet to gather up the pieces of the weapon.",1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78332,4246,Space Pirates,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
78746,46501,Pachio-kun Juuban Shoubu,NULL,1992-03-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79183,37711,Gokuraku! Chuka Taisen,NULL,1992-04-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79367,2315,B.A.T. II: The Koshan Conspiracy,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79434,48296,Baseball Stars II,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79640,46545,Evander Holyfield's 'Real Deal' Boxing,NULL,1992-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79674,40490,Twin Squash,NULL,1992-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79782,48545,Best Play Pro Yakyuu Special,NULL,1992-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79889,39350,Funky Jet,NULL,1992-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80094,14474,Treasures of the Savage Frontier,"A few weeks after the events of Gateway to the Savage Frontier, the mage Amelior Aminitas magically summons the party (by now called the ""Heroes of Ascore"") to eliminate the (apparently) last remaining troops of the Zhentarim from the dwarven city of Llorkh.

Afterwards, the party is given a seemingly simple mission – to protect ambassadors of the ""Lord's Alliance"", which holds together the different cities of the frontier. However, the ambassadors are kidnapped, the Zhentarim and its allies (the Kraken Society and the Hosttower of the Arcane) plot to break up the alliance to conquer the region, and the party is framed as traitors.

Much of the game is devoted to having the players attempt to clear their names (usually done by completing a mission in each town of the Lord's Alliance) and alert the alliance's leaders of the plot. The final mission (which does not necessarily fit in the overall plotline) involves retrieving a treasure held by a dragon.

To uncover the plot, the player has to collect two different sets of items:

Three different colors of crystals held by one of the three enemy groups (the Zhentarim, the Kraken, and the Hosttower). This can only be done by, in melee battles, carefully selecting and attacking different enemies in the right order.
""Lucky papers"" from each city in the game. Nominally good luck charms, when combined with the crystals, these papers spell out the entire enemy plot.",1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,69.8497,5
80238,134209,Star Wars: The Empire Strikes Back,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80333,79545,Tetris Classic,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80762,69795,Blind Wars,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80881,11874,3D World Boxing,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
81021,5431,Romance of the Three Kingdoms III: Dragon of Destiny,NULL,1992-02-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81906,56861,Discworld MUD,NULL,1992-05-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82120,8101,Ren & Stimpy: Space Cadet Adventure,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82373,11728,Waxworks,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82623,39316,Quiz & Dragons: Capcom Quiz Game,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
